Latitude,Longitude,city,country,Temperature,Humidity,Cloudiness,Wind Speed
-17.95236834681465,47.56239595838596,anjozorobe,mg,291.164,93,64,1.58
25.632356069527674,122.8268519456172,juifang,tw,293.914,100,12,5.43
49.86445601881135,-147.9891867349458,kodiak,us,278.464,100,48,5.06
17.214418245727998,-102.67624034143687,lazaro cardenas,mx,300.564,100,0,1.26
74.54924648708746,44.00840336971089,ostrovnoy,ru,270.064,100,0,5.56
39.84089985546001,147.82954059030715,nemuro,jp,280.864,100,0,5.11
51.89359290367554,-58.52745549804901,saint-augustin,ca,268.214,85,76,3.51
2.562250870726629,156.28538943313276,namatanai,pg,300.564,100,24,3.61
38.53283173506395,-45.43775385092846,torbay,ca,291.214,95,8,7.68
-57.4049824893295,79.23037310553252,souillac,mu,274.464,100,76,11.31
-4.108560599623971,176.6229180472676,lolua,tv,301.264,100,48,1.61
58.014415597648,-3.131675768134329,lossiemouth,gb,280.18,81,0,3.6
46.507417440368926,-33.27790100634476,lagoa,pt,286.764,90,92,8.76
-20.172150554043867,167.05470682234954,fayaoue,nc,298.864,100,44,6.13
36.49178355293249,84.43229879628939,kuche,cn,251.464,84,0,2.28
-36.51563615482745,-22.145667272239052,arraial do cabo,br,290.464,100,80,7.36
-87.62031013467353,86.48923653029158,busselton,au,214.414,0,8,4.78
49.711599442070224,13.41891697151749,stary plzenec,cz,274.79,70,20,3.6
79.0799792912951,126.4185467237948,tiksi,ru,257.464,81,64,8.13
42.95747298715216,169.86709921092842,nikolskoye,ru,275.514,100,92,7.81
40.88516279547386,-21.460213133370786,vila franca do campo,pt,287.164,100,8,3.78
-62.441741595470205,155.38525180189924,tuatapere,nz,276.464,90,92,16.93
30.124947078525565,-132.9119809955393,pacific grove,us,290.264,99,20,6.93
10.004706428211577,110.31739514157925,phan rang,vn,301.414,95,0,6.63
84.6847316270939,57.26050165625952,belushya guba,ru,244.114,58,24,1.83
61.06964581556721,-131.74600327337555,whitehorse,ca,274.864,86,88,7.31
-16.242985626215514,135.62292091115887,ngukurr,au,299.364,71,0,2.28
3.8870404770511158,-179.56496461555716,vaitupu,wf,300.364,100,80,7.11
55.489716792550354,20.216529192124398,pionerskiy,ru,277.564,86,92,12.21
16.058147254364542,-167.75866506585305,kapaa,us,296.814,100,20,10.41
-3.7646875339361827,10.095874283859217,mayumba,ga,302.114,100,80,5.66
-80.39096540101662,128.53248839751933,new norfolk,au,225.764,0,20,11.23
23.510169365642895,-15.448683634239984,nouadhibou,mr,292.15,72,32,11.8
-51.35149883388476,-90.92343355432217,castro,cl,282.614,92,76,12.63
19.97398841350369,86.55921608561039,paradwip,in,299.614,98,0,3.08
-19.749721216129842,68.72049718222138,grand river south east,mu,300.064,100,92,9.61
55.50297018066499,-12.099469095719627,westport,ie,283.064,97,92,8.08
-44.57880979255634,159.23945329720368,te anau,nz,288.364,99,92,8.08
89.98542633434201,-57.709430359685456,narsaq,gl,238.064,0,12,1.03
23.37480261041432,-67.42227548379742,cockburn town,tc,296.164,100,36,3.11
-28.84858547694003,77.76794518068084,bambous virieux,mu,296.714,100,44,10.78
-47.68281214791948,-161.62324181811485,avarua,ck,286.614,99,100,5.11
66.91532858659727,-107.74972747279837,yellowknife,ca,261.514,76,48,3.66
8.070796680565195,176.00565264965235,butaritari,ki,300.264,99,36,8.88
36.913890109068305,-147.78915533786693,kahului,us,284.464,100,80,9.61
29.674719475424,-80.69889430707128,palm coast,us,291.86,45,1,8.7
24.23495432067959,-150.37920890151264,hilo,us,293.314,100,0,6.33
23.061236793447804,92.63124514273295,lunglei,in,293.964,78,0,0.78
65.94232494826906,19.23510622400218,skelleftea,se,268.16,79,20,5.1
-13.699257535650077,106.68516127532894,kawalu,id,301.464,100,76,6.66
32.290144061763684,121.62430167962333,juegang,cn,282.514,98,0,4.98
25.392382930799997,-1.196056396692768,adrar,dz,299.964,8,44,2.06
-58.21931254730373,-36.61877824445739,mar del plata,ar,275.464,92,92,4.33
-10.583566459447255,85.64612119978256,hithadhoo,mv,301.314,100,56,4.73
-29.823735564359332,27.336182361138924,mafeteng,ls,287.114,67,48,0.81
40.648638945309585,24.171769777849107,moustheni,gr,287.11,87,75,3.1
17.632947559217257,135.41449533683073,airai,pw,299.664,98,8,6.68
-33.83766207152967,-61.741612787791794,venado tuerto,ar,304.26,15,0,1.79
86.34599294784593,64.02482562937416,amderma,ru,243.464,31,12,4.76
20.995442006477475,124.7915475070734,basco,ph,298.014,99,20,3.86
80.08579218813261,-16.156145155438793,illoqqortoormiut,gl,239.864,87,12,2.08
87.03096278952748,136.0382086661915,nizhneyansk,ru,242.614,33,24,2.16
41.79784674035389,-68.81763736288346,harwich,us,274.164,100,24,7.36
30.777594272783787,-112.02412772821889,pitiquito,mx,298.15,31,0,1.81
3.9563838959894326,-171.32744566352397,saleaula,ws,299.464,100,88,8.58
64.19136535178271,91.57141000353045,turukhansk,ru,254.514,55,32,1.28
38.48456640781589,-60.22467605232701,halifax,ca,287.064,100,92,5.73
67.80668440677593,-154.68479865804744,barrow,us,265.364,85,88,1.31
-32.48169377571058,-75.34362897781206,valparaiso,cl,290.864,100,0,13.96
41.560792145035464,101.49353984471486,zhangye,cn,274.764,27,20,2.03
-60.46015450890923,51.91552370927499,tsihombe,mg,274.564,100,76,9.13
73.37328851673908,34.68470621428233,skalistyy,ru,271.614,100,12,8.16
-11.488637499062435,127.39891640286169,nguiu,au,302.914,100,32,3.86
55.382956735774144,-47.09656938013842,nanortalik,gl,275.764,98,64,17.33
-41.21035189632277,-75.65299292010458,ancud,cl,287.064,100,64,10.78
10.43628556477671,-95.58292687005415,ocos,gt,301.414,97,0,8.43
-48.28721243608973,-148.57843354135503,mataura,pf,285.714,99,88,9.91
13.639801947293876,-44.58104999121221,cayenne,gf,297.414,100,0,6.36
-29.56506448593975,151.6356740731698,inverell,au,288.92,94,0,0.63
53.70031918278184,44.901206504718004,issa,ru,275.37,71,8,1.48
-34.203781633827994,72.81180886773265,mahebourg,mu,294.214,100,0,7.21
76.94108216659245,33.354377157058195,vardo,no,266.564,74,0,9.16
51.88921788045562,-126.77655022480876,port hardy,ca,282.15,57,75,1
27.294360416635286,-123.4939972206909,lompoc,us,289.564,100,0,1.53
14.4521465472083,108.84722690002349,quang ngai,vn,288.564,99,12,0.63
-5.611647397790762,1.4635517397567241,omboue,ga,302.114,100,12,2.41
58.75241794641477,69.11006772947422,turtas,ru,269.564,80,88,2.63
10.587052866726651,21.24103006351919,am timan,td,302.714,13,0,3.21
-4.706860721620089,116.18275864212592,martapura,id,301.614,100,36,6.58
32.7889243996251,103.39504606117555,jiangyou,cn,269.264,69,48,3.06
18.975973130578865,-39.155430900269295,ponta do sol,cv,295.914,100,0,3.08
84.63306213290127,-89.52564740027623,qaanaaq,gl,244.464,56,32,6.56
12.003555535404118,125.04959343554395,san jose de buan,ph,297.814,97,68,3.76
-28.279560235459613,-25.851331912871075,vila velha,br,295.464,100,92,14.16
2.603941463969065,-112.96689970668697,san patricio,mx,301.264,98,68,5.56
58.814969609731406,125.20132867443624,aldan,ru,258.264,71,56,1.13
46.5248380322131,-66.77918089515353,fredericton,ca,270.93,49,68,0.45
49.458880005826245,16.93692955999279,plumlov,cz,276.39,52,0,1.5
23.61641773749571,-0.39183727876132934,tessalit,ml,299.964,11,68,2.83
57.463646481460785,131.5849547830117,chagda,ru,245.764,45,0,0.41
80.73376861176612,-46.36878305466544,ilulissat,gl,224.264,0,8,1.86
32.018694468757786,89.70505716464095,lasa,cn,259.614,85,64,2.76
61.2043229727598,153.2805963943664,talaya,ru,244.414,51,20,3.63
31.426858347478202,-80.81363670717803,wilmington island,us,292.2,100,1,2.1
-3.45232309600415,-32.744538314443076,touros,br,302.15,79,20,3.1
-8.68378299787554,159.05120557271425,buala,sb,299.364,100,76,1.71
16.72874559760649,-129.24655188853407,guerrero negro,mx,296.864,99,0,5.11
48.16200424235035,118.35352162676054,hailar,cn,275.864,30,0,5.31
-17.304956061462605,49.53311385076117,fenoarivo atsinanana,mg,300.964,100,8,2.36
62.70075814712865,-155.37513086200047,kenai,us,267.15,92,75,4.98
54.58175188845402,-132.46898376094262,ketchikan,us,284.15,71,75,3.6
67.74489411056271,35.22293771785914,lovozero,ru,272.514,88,92,3.21
83.85161817284387,18.30327230081093,longyearbyen,sj,250.364,81,88,17.68
9.699873198710236,76.47104222574694,vaikam,in,301.15,83,40,2.16
-16.708612077762297,-22.870884682039616,georgetown,sh,299.814,100,0,3.88
54.18820830534676,162.2559786100603,ust-kamchatsk,ru,272.814,100,0,4.08
-11.19411969370968,-152.02872963331797,faanui,pf,302.264,100,8,6.03
-9.152566233034165,98.47077585446425,bengkulu,id,302.764,96,76,3.96
30.620903545153013,-73.16975517684007,marsh harbour,bs,293.814,100,24,9.73
33.10717460140354,65.61179160913522,deh rawud,af,274.414,93,92,1.03
7.636910630484039,31.159875188218223,ler,sd,301.564,34,0,2.61
26.366104280076243,-20.64390756310138,los llanos de aridane,es,292.514,100,0,7.11
-9.320237535707975,-27.2204187796103,olinda,br,301.364,100,92,4.21
0.607403392228477,160.69238867921416,kieta,pg,302.214,100,0,1.76
-9.378161152880821,-51.65040056314788,conceicao do araguaia,br,302.764,74,32,1.03
34.96914481618991,-13.805095126639515,camacha,pt,288.764,100,0,9.71
-8.833350550268548,117.37605504314382,sumbawa,id,297.464,100,32,2.08
65.15703350568617,30.04013040760003,kostomuksha,ru,274.714,91,68,2.43
-3.319579879400422,84.15061021609574,hambantota,lk,301.564,100,36,5.86
82.71586623779947,76.93313406672144,dikson,ru,254.764,78,76,12.51
-57.475604672147306,-27.01363283319759,chuy,uy,274.064,95,92,11.98
42.50928879805656,152.7252623014,sentyabrskiy,ru,275.464,99,0,7.16
-15.11503034526882,-42.818232357887155,monte azul,br,307.214,34,32,1.91
-10.636343599829587,-4.560039149371988,jamestown,sh,299.314,100,68,5.76
40.07946038206072,112.95458372840096,datong,cn,273.264,44,0,2.83
8.682640378012763,-13.176001496342906,sawkta,sl,302.15,66,0,4.1
59.49609424794892,167.81655797321093,tilichiki,ru,267.114,100,76,4.63
-10.845881632274583,-57.422723236155406,alta floresta,br,305.264,64,20,0.83
85.42165706513845,5.637688874675689,barentsburg,sj,246.564,46,76,12.86
-1.9567010293221898,-164.24695630394092,samusu,ws,301.714,97,76,5.23
-13.846946128399253,-146.5938630442191,tiarei,pf,302.214,100,88,4.83
-42.77698284646563,62.88700943499245,saint-philippe,re,290.514,95,92,5.11
-15.766184141918416,14.237917547546886,lubango,ao,301.514,31,56,1.73
38.205014970570744,43.33342875628375,van,tr,274.22,64,75,2.1
47.97980215186871,-123.7093770322123,port angeles,us,285.78,54,1,2.1
39.65369387238664,-102.26942368899888,sterling,us,280.92,33,1,5.1
32.45313243169724,129.14941438441502,fukue,jp,284.364,100,92,9.38
47.53422565526586,-102.39584812663858,dickinson,us,275.27,80,1,5.1
-41.46377711431683,169.57473016345278,hokitika,nz,291.664,100,88,2.53
-19.803636943744465,47.72048040594959,antanifotsy,mg,292.014,88,44,0.86
71.94789490908474,-136.3111301385174,aklavik,ca,260.564,89,88,11.01
1.2828363155276605,41.17420630243936,afmadu,so,304.864,38,0,3.78
10.456312790623059,-73.68698812165302,pueblo bello,co,310.15,32,20,7.2
50.35229049223267,-92.38496660828916,sioux lookout,ca,275.08,47,75,4.6
5.012184304028622,27.06448469004863,obo,cf,296.064,55,0,3.21
38.658249993755305,107.05716457987762,shizuishan,cn,276.514,39,44,3.73
8.139050994545016,66.6720445961939,kavaratti,in,300.814,100,0,4.78
-16.109536901734245,-27.479055981576664,maceio,br,300.464,100,0,2.63
52.53150031813411,-52.0714886561246,saint anthony,ca,269.264,100,88,14.01
86.59824367433268,39.28920111252671,tumannyy,ru,244.364,57,36,5.58
9.263679579099573,-98.29919313281263,puerto escondido,mx,302.064,94,0,7.08
15.10740348052444,61.93477410073862,sur,om,297.614,100,0,4.21
-74.82120020083082,53.112714928897105,east london,za,223.114,0,0,9.28
70.97750544285103,3.1411777613428455,bud,no,271.564,100,0,4.08
49.83160429368695,58.44882192949623,khromtau,kz,273.364,96,92,5.58
36.537936377185986,-79.3801160008519,danville,us,285.74,30,90,3.08
53.6761403082898,-100.22469533835421,the pas,ca,278.15,52,1,2.1
58.628669484926434,-76.56754282419004,attawapiskat,ca,253.064,78,48,4.01
82.75813549772602,-58.35540114160574,upernavik,gl,239.15,66,90,4.6
41.13033300100125,-112.89690791557871,syracuse,us,273.764,92,44,0.81
-25.531989970859016,-23.28266740958361,caravelas,br,298.664,100,68,9.93
73.78027560873755,118.05258833338104,saskylakh,ru,253.714,100,68,5.76
50.64663981162059,19.0460029155808,czestochowa,pl,277.49,60,0,3.1
3.749749994298412,178.70000337342327,rungata,ki,299.714,100,76,7.66
61.70043143528329,-122.80590672532287,fort nelson,ca,283.364,63,76,2.93
-41.586277224309406,133.75247265375054,port lincoln,au,286.914,100,80,5.33
-13.76688521868887,18.13093423060198,menongue,ao,295.614,62,80,0.61
22.8972440202936,-60.8828777618555,the valley,ai,296.964,100,32,4.53
32.583127575319295,-118.91555048728515,rancho palos verdes,us,291.15,72,20,2.1
41.05239205656386,6.61327558562391,alghero,it,286.064,100,0,13.48
-50.41302080939907,129.9208011064831,mount gambier,au,282.314,95,92,6.36
-0.4466761682054141,-49.72037201201246,tucuma,br,296.714,100,92,1.53
1.9401220705509274,39.6906991547105,wajir,ke,306.15,46,20,3.31
16.83733992949405,-95.35407001868056,petapa,mx,298.214,50,0,3.11
52.023263994094805,-96.95843404113809,gimli,ca,274.15,64,75,1.5
61.80167891586967,145.32700303349168,kadykchan,ru,241.914,30,0,2.51
64.87748820846875,23.075502420862932,kokkola,fi,273.564,96,92,0.93
3.9766982640667123,-26.218946433203314,sao filipe,cv,300.164,100,0,4.46
-6.124121147211298,104.75796633907805,pringsewu,id,300.614,100,48,5.51
4.099644050178,-52.33280872120628,saint-georges,gf,306.964,38,0,2.21
-30.683628313457753,15.47662858129533,oranjemund,na,292.864,96,80,6.78
85.03957196960317,168.8385764856423,pevek,ru,251.764,72,36,5.08
-43.106593018916456,-40.255726666424124,rio grande,br,288.264,88,12,8.56
-31.399564678613757,-47.28445363365594,cidreira,br,296.964,100,92,9.11
30.76255459646498,19.540593795814033,ajdabiya,ly,290.864,75,0,2.48
-16.374977661911984,158.95975486223819,poum,nc,300.464,100,12,5.53
-38.308958453306566,-53.76478646523424,maldonado,uy,294.714,100,80,4.68
-51.71111390634108,127.31160437666404,esperance,au,279.114,95,8,7.81
75.6865197779835,-143.83875693171439,fairbanks,us,253.114,77,88,11.96
-31.873809645472242,25.717937242092148,cradock,za,292.114,73,0,1.36
57.831693747225586,179.15949242037442,beringovskiy,ru,272.064,100,20,9.28
-26.288514765967165,26.570626085153805,lichtenburg,za,292.564,69,12,1.86
75.18679437561795,-5.042714177076704,klaksvik,fo,258.164,100,12,5.76
-15.26547877596252,-61.11147204425288,san ignacio,bo,305.864,68,8,1.81
-21.612229615798753,144.12928697142223,charters towers,au,298.014,72,0,4.23
53.86943285435953,131.87154783513319,stoyba,ru,259.464,65,68,1.61
41.338854607117014,138.2994343066306,noshiro,jp,280.214,88,44,11.16
19.769087991094423,116.29730295689717,jieshi,cn,297.614,97,56,5.51
1.8748327739943846,14.024006499638972,sembe,cg,299.264,82,0,0.61
69.1492702226221,87.98749530929672,norilsk,ru,257.164,81,88,1.16
55.31402678812108,18.840083320266643,wladyslawowo,pl,277.914,92,88,11.53
27.876150673914495,145.69969016859733,katsuura,jp,290.764,100,0,3.53
27.422532282711572,74.02368655958225,nagaur,in,290.464,52,0,1.58
-24.67527776128061,22.630048315604938,khakhea,bw,300.764,33,8,2.41
-31.21840478093629,-25.93788307984761,sao joao da barra,br,294.964,100,0,12.26
4.910293088881318,-2.807606464446536,axim,gh,302.164,98,0,5.51
17.32246695246573,-67.39924338098913,lajas,us,299.114,98,0,7.36
-8.085114972115875,45.5260340989189,mitsamiouli,km,302.464,100,0,2.73
66.29116388690252,62.29173901203362,verkhnyaya inta,ru,264.864,62,76,2.43
65.90733570594321,-68.26629862285075,iqaluit,ca,245.264,51,12,8.13
-4.152355231861492,-53.51417874183147,altamira,br,300.964,84,64,1.26
49.72319048975754,-13.19465604700224,dingle,ie,284.464,96,80,7.78
-18.65203821067216,-46.83230611686818,patos de minas,br,298.71,11,20,1.34
68.96887648713854,-176.38743569860367,mys shmidta,ru,254.964,76,76,10.73
-50.002079894187744,179.7913683261765,waipawa,nz,283.114,99,92,3.61
49.14741467562894,-175.3248323533497,provideniya,ru,276.164,100,92,17.71
11.23677896133293,78.86830559572752,perambalur,in,300.15,78,40,4.1
11.204560558381232,33.85717086456529,galgani,sd,301.864,22,0,3.96
17.73951211313117,-130.28643828731893,san quintin,mx,295.964,100,8,4.43
-20.502235733213823,-48.781179818704885,barretos,br,304.864,65,12,3.73
30.377639885248215,108.92319513499973,lichuan,cn,276.114,83,12,0.93
51.213907612030965,17.16194305307411,trzebnica,pl,278.54,60,0,5.1
-38.6652311196759,152.7909639880026,batemans bay,au,294.964,100,92,7.53
48.20704939541224,12.96169365750481,simbach,de,275.86,69,40,3.1
35.306234485466064,-109.01921564980739,gallup,us,285.15,37,1,4.6
73.34506145564387,176.64569933019334,leningradskiy,ru,256.614,85,68,17.21
66.39286733097924,162.58647484100095,cherskiy,ru,248.214,39,68,2.28
65.83104280711473,90.52715624951492,svetlogorsk,ru,254.064,70,48,1.36
45.827064136447405,-89.03669188520277,merrill,us,275.99,47,90,5.1
61.49884325795111,-26.935870423311655,olafsvik,is,279.864,98,24,12.16
83.63253036229182,91.24208415696029,talnakh,ru,260.464,83,68,5.11
-20.74692759703956,137.86344155374758,mount isa,au,292.964,63,0,1.63
38.84882637737198,-96.53891998863558,manhattan,us,283.68,37,40,4.1
31.805224743850943,-120.64045444061611,isla vista,us,288.164,98,0,4.08
16.292104157187012,-159.53728514287184,ewa beach,us,296.864,100,20,7.88
20.13839568435641,-72.01379397133339,cap-haitien,ht,300.15,61,20,5.1
4.170507030684703,48.7872739036236,hobyo,so,301.314,98,8,6.93
-37.19603775407374,-63.52856761534568,santa rosa,ar,297.564,25,0,4.86
33.77429644354207,-66.7298090496463,hamilton,bm,287.364,100,92,7.71
-3.797244430780438,54.23974334343066,victoria,sc,302.564,100,8,2.18
9.25672845542762,129.21955137894247,bacolod,ph,299.864,100,92,7.91
51.92839816059481,80.52994168166913,volchikha,ru,260.314,71,32,2.81
-16.152213014094443,-166.33356222279838,alofi,nu,302.914,96,32,2.13
44.63344728963213,111.15802373179156,erenhot,cn,276.264,52,0,5.08
56.30905756762422,33.58733265841411,olenino,ru,278.714,86,92,8.21
-33.57004896103946,22.366257273331968,oudtshoorn,za,293.15,94,90,1
23.784972698682438,73.06633837686755,idar,in,291.114,51,0,1.31
51.86035039341829,74.60106110973643,ekibastuz,kz,258.114,76,8,1.83
-18.2231132031108,142.41554341588335,atherton,au,296.114,93,24,3.06
53.51770977595788,-66.41097664939929,sept-iles,ca,258.964,88,44,4.41
48.487710103212265,-124.91367569604166,ucluelet,ca,289.72,39,1,4.1
35.80746766987747,8.306925529429947,manzil salim,tn,286.15,58,40,6.2
55.69674513623775,10.485522123284738,otterup,dk,277.68,69,0,3.6
-4.748532300962978,7.723503695507219,gamba,ga,302.264,100,80,4.41
28.867367701601538,119.67798540745883,jinhua,cn,277.214,85,0,0.71
44.56166304674193,72.48994461850705,shu,kz,274.764,46,0,10.13
51.21248877684829,-48.0509679944839,bonavista,ca,272.264,100,32,17.93
-10.911938615702297,122.90084771017814,kupang,id,301.014,100,36,6.78
-12.709656746823015,62.51171720954321,grand gaube,mu,300.464,100,88,6.08
57.62210108183635,-19.255906075553156,vestmannaeyjar,is,283.114,93,92,12.96
48.46054902731731,-93.14532178612976,fort frances,ca,276.39,59,1,4.1
50.0426985899538,51.17992232702977,zachagansk,kz,271.564,93,32,4.56
22.500268496005503,37.513039949523034,jiddah,sa,297.714,94,24,6.13
-12.183985900622474,154.81059545992207,samarai,pg,300.214,100,76,4.33
37.844860873200346,-6.013134448681342,brenes,es,294.05,40,0,1.5
55.40096482726341,50.35485332037163,rybnaya sloboda,ru,266.664,73,0,1.86
-9.531069850400613,171.32613873134596,lata,sb,300.614,100,48,1.86
8.953819575962711,98.33932040181645,phangnga,th,297.464,98,88,0.28
-20.29479102110824,55.96440751104217,sainte-suzanne,re,300.764,100,48,5.41
29.257445647831503,129.45589895810184,naze,jp,293.264,100,76,12.28
43.24209644757667,-113.55804751545342,rupert,us,277.15,48,5,3.6
41.864959462584295,109.82107394251096,dongsheng,cn,276.264,36,0,6.03
18.450836230061896,21.870086992485767,faya,td,297.764,11,88,4.08
29.744656793994707,136.55107841833018,shingu,jp,289.864,100,92,3.88
60.90700720854065,88.72527000852381,teguldet,ru,268.264,80,80,1.51
-21.051106840022854,-54.847517145955095,sidrolandia,br,300.15,74,40,3.6
12.45717966462665,-13.736380094216486,koundara,gn,311.914,16,0,3.43
25.700791115811555,-91.38147100993432,houma,us,292.364,100,92,9.58
14.607903446290848,-99.8186854449592,tecoanapa,mx,301.564,100,0,1.23
-28.046671730647326,-153.83306641962557,avera,pf,297.064,95,92,12.41
36.81915188863739,-99.12425621866878,woodward,us,286.76,54,1,5.7
31.933488530172156,-2.7133497329115244,fez,ma,297.15,12,40,4.1
21.80526945581761,92.34791603454374,bandarban,bd,295.464,63,0,1.08
37.40766164299639,119.22923327815641,hanting,cn,285.864,53,0,7.11
7.70780588583537,45.867932814756244,odweyne,so,298.714,35,0,3.31
-11.355993212244314,14.351937012633783,sumbe,ao,295.464,94,64,0.96
0.19245415337064742,171.93823148220588,tabiauea,ki,299.064,100,92,7.16
40.58280096337501,59.51846000249503,dasoguz,tm,283.314,96,44,4.53
-29.14213973211205,28.422423094914564,thaba-tseka,ls,281.714,91,0,1.18
22.361450038284204,-83.72104297834088,pinar del rio,cu,302.364,58,24,2.83
25.29619623540418,35.3351248895587,umm lajj,sa,295.914,98,0,6.78
24.392313371724413,8.456718460364641,gat,ly,295.064,29,68,4.78
9.46752891768,-21.06557835241867,oussouye,sn,297.264,100,0,4.16
11.307401263091805,118.58442731158488,bacuit,ph,301.564,94,24,4.21
46.840439459794936,7.267655004479252,dudingen,ch,276.1,86,75,4.1
20.341433349759768,-108.22580545945627,bucerias,mx,295.464,100,0,3.41
12.484972257207772,-3.96792371177915,nouna,bf,307.464,29,44,1.38
-43.83657807562206,171.1005193450453,fairlie,nz,287.33,100,92,0.91
13.367936307251085,-48.19454787837705,sinnamary,gf,297.464,100,64,6.86
-17.502112946187736,-178.04641085967484,neiafu,to,299.864,100,32,1.83
19.57892774005704,128.21551061811613,hirara,jp,298.814,100,88,4.38
38.13352737662882,-101.6199387606986,garden city,us,283.46,62,1,4.1
-62.07694362803307,26.959984143256236,kruisfontein,za,274.714,96,88,12.08
46.80986176223874,17.358502987875085,vonyarcvashegy,hu,279.15,60,0,2.1
0.270694367748348,98.22066675249943,sibolga,id,303.564,99,56,2.06
-25.805993947779157,-76.0274358447897,taltal,cl,292.814,100,0,9.23
37.52630372361466,59.75067303679265,kaka,tm,284.064,98,68,0.56
40.25403834564949,45.47234778217327,tsovinar,am,269.764,98,88,1.53
27.09494088377589,155.08198861327486,hasaki,jp,291.814,100,36,7.81
-32.97044417336503,31.054408866896978,umzimvubu,za,296.564,100,44,5.31
-0.19011161165930446,-1.5030274393225511,takoradi,gh,302.114,100,8,2.93
24.552613195498594,-87.10613198980495,isla mujeres,mx,295.114,100,100,9.58
16.522381908579007,24.93190884488149,kutum,sd,293.914,13,0,3.76
35.97690303367425,-134.94167331480787,fortuna,us,286.714,98,8,8.33
38.564766491883375,-4.897930923716046,pozoblanco,es,287.764,45,0,2.76
62.429185463183586,-57.35853076502835,maniitsoq,gl,262.314,100,24,15.18
